t_s,V_m_V,x,R_obj_ohm,R_theo_ohm,diff_rel
4.311820,0.000000,0.205183,399460.4212,399460.4212,0.000e+00
4.313400,0.000000,0.204938,399580.4701,399580.4701,0.000e+00
4.314980,0.000000,0.204693,399700.3294,399700.3294,0.000e+00
4.316560,0.000000,0.204449,399819.9996,399819.9996,0.000e+00
4.318140,0.000000,0.204205,399939.4807,399939.4807,0.000e+00
4.319720,0.000000,0.203962,400058.7733,400058.7733,0.000e+00
4.321300,0.000000,0.203719,400177.8775,400177.8775,0.000e+00
4.322880,0.000000,0.203476,400296.7937,400296.7937,0.000e+00
4.324460,0.000000,0.203234,400415.5221,400415.5221,0.000e+00
4.326040,0.000000,0.202992,400534.0631,400534.0631,0.000e+00
4.327620,0.000000,0.202750,400652.4169,400652.4169,0.000e+00
4.329200,0.000000,0.202509,400770.5839,400770.5839,0.000e+00
4.330780,0.000000,0.202268,400888.5643,400888.5643,0.000e+00
4.332360,0.000000,0.202028,401006.3585,401006.3585,0.000e+00
4.333940,0.000000,0.201788,401123.9667,401123.9667,0.000e+00
4.335520,0.000000,0.201548,401241.3892,401241.3892,0.000e+00
4.337100,0.000000,0.201309,401358.6264,401358.6264,0.000e+00
4.338680,0.000000,0.201070,401475.6784,401475.6784,0.000e+00
4.340260,0.000000,0.200832,401592.5456,401592.5456,0.000e+00
4.341840,0.000000,0.200593,401709.2284,401709.2284,0.000e+00
4.343420,0.000000,0.200356,401825.7269,401825.7269,0.000e+00
4.345000,0.000000,0.200118,401942.0415,401942.0415,0.000e+00
4.346580,0.000000,0.199881,402058.1725,402058.1725,0.000e+00
4.348160,0.000000,0.199645,402174.1201,402174.1201,0.000e+00
4.349740,0.000000,0.199408,402289.8847,402289.8847,0.000e+00
4.351320,0.000000,0.199173,402405.4665,402405.4665,0.000e+00
4.352900,0.000000,0.198937,402520.8658,402520.8658,0.000e+00
4.354480,0.000000,0.198702,402636.0829,402636.0829,0.000e+00
4.356060,0.000000,0.198467,402751.1182,402751.1182,0.000e+00
4.357640,0.000000,0.198233,402865.9718,402865.9718,0.000e+00
4.359220,0.000000,0.197999,402980.6441,402980.6441,0.000e+00
4.360800,0.000000,0.197765,403095.1354,403095.1354,0.000e+00
4.362380,0.000000,0.197532,403209.4459,403209.4459,0.000e+00
4.363960,0.000000,0.197299,403323.5759,403323.5759,0.000e+00
4.365540,0.000000,0.197066,403437.5257,403437.5257,0.000e+00
4.367120,0.000000,0.196834,403551.2957,403551.2957,0.000e+00
4.368700,0.000000,0.196602,403664.8860,403664.8860,0.000e+00
4.370280,0.000000,0.196371,403778.2970,403778.2970,0.000e+00
4.371860,0.000000,0.196140,403891.5290,403891.5290,0.000e+00
4.373440,0.000000,0.195909,404004.5821,404004.5821,0.000e+00
4.375020,0.000000,0.195679,404117.4568,404117.4568,0.000e+00
4.376600,0.000000,0.195449,404230.1533,404230.1533,0.000e+00
4.378180,0.000000,0.195219,404342.6719,404342.6719,0.000e+00
4.379760,0.000000,0.194990,404455.0128,404455.0128,0.000e+00
4.381340,0.000000,0.194761,404567.1764,404567.1764,0.000e+00
4.382920,0.000000,0.194532,404679.1629,404679.1629,0.000e+00
4.384500,0.000000,0.194304,404790.9726,404790.9726,0.000e+00
4.386080,0.000000,0.194076,404902.6057,404902.6057,0.000e+00
4.387660,0.000000,0.193849,405014.0627,405014.0627,0.000e+00
4.389240,0.000000,0.193622,405125.3436,405125.3436,0.000e+00
4.390820,0.000000,0.193395,405236.4489,405236.4489,0.000e+00
4.392400,0.000000,0.193169,405347.3787,405347.3787,0.000e+00
4.393980,0.000000,0.192943,405458.1335,405458.1335,0.000e+00
4.395560,0.000000,0.192717,405568.7133,405568.7133,0.000e+00
4.397140,0.000000,0.192492,405679.1186,405679.1186,0.000e+00
4.398720,0.000000,0.192267,405789.3496,405789.3496,0.000e+00
4.400300,0.000000,0.192042,405899.4066,405899.4066,0.000e+00
4.401880,0.000000,0.191818,406009.2898,406009.2898,0.000e+00
4.403460,0.000000,0.191594,406118.9995,406118.9995,0.000e+00
4.405040,0.000000,0.191370,406228.5360,406228.5360,0.000e+00
4.406620,0.000000,0.191147,406337.8996,406337.8996,0.000e+00
4.408200,0.000000,0.190924,406447.0906,406447.0906,0.000e+00
4.409780,0.000000,0.190702,406556.1091,406556.1091,0.000e+00
4.411360,0.000000,0.190480,406664.9555,406664.9555,0.000e+00
4.412940,0.000000,0.190258,406773.6301,406773.6301,0.000e+00
4.414520,0.000000,0.190036,406882.1331,406882.1331,0.000e+00
4.416100,0.000000,0.189815,406990.4648,406990.4648,0.000e+00
4.417680,0.000000,0.189595,407098.6255,407098.6255,0.000e+00
4.419260,0.000000,0.189374,407206.6154,407206.6154,0.000e+00
4.420840,0.000000,0.189154,407314.4348,407314.4348,0.000e+00
4.422420,0.000000,0.188935,407422.0840,407422.0840,0.000e+00
4.424000,0.000000,0.188715,407529.5633,407529.5633,0.000e+00
4.425580,0.000000,0.188496,407636.8729,407636.8729,0.000e+00
4.427160,0.000000,0.188278,407744.0130,407744.0130,0.000e+00
4.428740,0.000000,0.188059,407850.9840,407850.9840,0.000e+00
4.430320,0.000000,0.187841,407957.7861,407957.7861,0.000e+00
4.431900,0.000000,0.187624,408064.4196,408064.4196,0.000e+00
4.433480,0.000000,0.187406,408170.8848,408170.8848,0.000e+00
4.435060,0.000000,0.187189,408277.1819,408277.1819,0.000e+00
4.436640,0.000000,0.186973,408383.3111,408383.3111,0.000e+00
4.438220,0.000000,0.186757,408489.2728,408489.2728,0.000e+00
4.439800,0.000000,0.186541,408595.0672,408595.0672,0.000e+00
4.441380,0.000000,0.186325,408700.6946,408700.6946,0.000e+00
4.442960,0.000000,0.186110,408806.1552,408806.1552,0.000e+00
4.444540,0.000000,0.185895,408911.4493,408911.4493,0.000e+00
4.446120,0.000000,0.185680,409016.5772,409016.5772,0.000e+00
4.447700,0.000000,0.185466,409121.5391,409121.5391,0.000e+00
4.449280,0.000000,0.185252,409226.3353,409226.3353,0.000e+00
4.450860,0.000000,0.185039,409330.9661,409330.9661,0.000e+00
4.452440,0.000000,0.184826,409435.4317,409435.4317,0.000e+00
4.454020,0.000000,0.184613,409539.7323,409539.7323,0.000e+00
4.455600,0.000000,0.184400,409643.8683,409643.8683,0.000e+00
4.457180,0.000000,0.184188,409747.8399,409747.8399,0.000e+00
4.458760,0.000000,0.183976,409851.6473,409851.6473,0.000e+00
4.460340,0.000000,0.183765,409955.2908,409955.2908,0.000e+00
4.461920,0.000000,0.183554,410058.7707,410058.7707,0.000e+00
4.463500,0.000000,0.183343,410162.0872,410162.0872,0.000e+00
4.465080,0.000000,0.183132,410265.2407,410265.2407,0.000e+00
4.466660,0.000000,0.182922,410368.2312,410368.2312,0.000e+00
4.468240,0.000000,0.182712,410471.0592,410471.0592,0.000e+00
4.469820,0.000000,0.182503,410573.7248,410573.7248,0.000e+00
4.471400,0.000000,0.182293,410676.2284,410676.2284,0.000e+00
4.472980,0.000000,0.182085,410778.5701,410778.5701,0.000e+00
4.474560,0.000000,0.181876,410880.7502,410880.7502,0.000e+00
4.476140,0.000000,0.181668,410982.7690,410982.7690,0.000e+00
4.477720,0.000000,0.181460,411084.6268,411084.6268,0.000e+00
4.479300,0.000000,0.181252,411186.3237,411186.3237,0.000e+00
4.480880,0.000000,0.181045,411287.8601,411287.8601,0.000e+00
4.482460,0.000000,0.180838,411389.2362,411389.2362,0.000e+00
4.484040,0.000000,0.180632,411490.4522,411490.4522,0.000e+00
4.485620,0.000000,0.180425,411591.5085,411591.5085,0.000e+00
4.487200,0.000000,0.180220,411692.4052,411692.4052,0.000e+00
4.488780,0.000000,0.180014,411793.1426,411793.1426,0.000e+00
4.490360,0.000000,0.179809,411893.7210,411893.7210,0.000e+00
4.491940,0.000000,0.179604,411994.1405,411994.1405,0.000e+00
4.493520,0.000000,0.179399,412094.4016,412094.4016,0.000e+00
4.495100,0.000000,0.179195,412194.5043,412194.5043,0.000e+00
4.496680,0.000000,0.178991,412294.4490,412294.4490,0.000e+00
4.498260,0.000000,0.178787,412394.2359,412394.2359,0.000e+00
4.499840,0.000000,0.178584,412493.8653,412493.8653,0.000e+00
4.501420,0.098755,0.183453,410107.9306,410107.9306,0.000e+00
4.503000,0.198472,0.188454,407657.2994,407657.2994,0.000e+00
4.504580,0.288429,0.193110,405375.8648,405375.8648,0.000e+00
4.506160,0.369534,0.197452,403248.4030,403248.4030,0.000e+00
4.507740,0.442616,0.201508,401260.8784,401260.8784,0.000e+00
4.509320,0.508436,0.205305,399400.3833,399400.3833,0.000e+00
4.510900,0.567689,0.208867,397655.0749,397655.0749,0.000e+00
4.512480,0.621008,0.212216,396014.1097,396014.1097,0.000e+00
4.514060,0.668971,0.215372,394467.5791,394467.5791,0.000e+00
4.515640,0.712101,0.218354,393006.4445,393006.4445,0.000e+00
4.517220,0.750876,0.221179,391622.4744,391622.4744,0.000e+00
4.518800,0.785726,0.223861,390308.1835,390308.1835,0.000e+00
4.520380,0.817044,0.226415,389056.7742,389056.7742,0.000e+00
4.521960,0.845183,0.228853,387862.0815,387862.0815,0.000e+00
4.523540,0.870465,0.231187,386718.5199,386718.5199,0.000e+00
4.525120,0.893177,0.233426,385621.0348,385621.0348,0.000e+00
4.526700,0.913581,0.235582,384565.0562,384565.0562,0.000e+00
4.528280,0.931912,0.237660,383546.4558,383546.4558,0.000e+00
4.529860,0.948383,0.239670,382561.5072,382561.5072,0.000e+00
4.531440,0.963184,0.241619,381606.8498,381606.8498,0.000e+00
4.533020,0.976488,0.243511,380679.4543,380679.4543,0.000e+00
4.534600,0.988449,0.245354,379776.5923,379776.5923,0.000e+00
4.536180,0.999206,0.247151,378895.8074,378895.8074,0.000e+00
4.537760,0.034521,0.252774,376140.5590,376140.5590,0.000e+00
4.539340,0.150249,0.258376,373395.6488,373395.6488,0.000e+00
4.540920,0.254033,0.263546,370862.2710,370862.2710,0.000e+00
4.542500,0.347028,0.268325,368520.6580,368520.6580,0.000e+00
4.544080,0.430292,0.272750,366352.5819,366352.5819,0.000e+00
4.545660,0.504789,0.276855,364341.2921,364341.2921,0.000e+00
4.547240,0.571401,0.280671,362471.4438,362471.4438,0.000e+00
4.548820,0.630929,0.284226,360729.0203,360729.0203,0.000e+00
4.550400,0.684099,0.287548,359101.2515,359101.2515,0.000e+00
4.551980,0.731569,0.290660,357576.5306,357576.5306,0.000e+00
4.553560,0.773933,0.293583,356144.3313,356144.3313,0.000e+00
4.555140,0.811729,0.296336,354795.1256,354795.1256,0.000e+00
4.556720,0.845439,0.298938,353520.3052,353520.3052,0.000e+00
4.558300,0.875499,0.301404,352312.1048,352312.1048,0.000e+00
4.559880,0.902299,0.303748,351163.5303,351163.5303,0.000e+00
4.561460,0.926191,0.305983,350068.2906,350068.2906,0.000e+00
4.563040,0.947489,0.308121,349020.7339,349020.7339,0.000e+00
4.564620,0.966475,0.310172,348015.7884,348015.7884,0.000e+00
4.566200,0.983402,0.312145,347048.9076,347048.9076,0.000e+00
4.567780,0.998495,0.314049,346116.0191,346116.0191,0.000e+00
4.569360,0.034410,0.320018,343190.9683,343190.9683,0.000e+00
4.570940,0.160946,0.326061,340229.8994,340229.8994,0.000e+00
4.572520,0.273639,0.331593,337519.5326,337519.5326,0.000e+00
4.574100,0.373891,0.336663,335035.3349,335035.3349,0.000e+00
4.575680,0.462984,0.341317,332754.7041,332754.7041,0.000e+00
4.577260,0.542088,0.345598,330656.9099,330656.9099,0.000e+00
4.578840,0.612264,0.349545,328723.0159,328723.0159,0.000e+00
4.580420,0.674473,0.353192,326935.7893,326935.7893,0.000e+00
4.582000,0.729584,0.356572,325279.5996,325279.5996,0.000e+00
4.583580,0.778378,0.359714,323740.3128,323740.3128,0.000e+00
4.585160,0.821557,0.362642,322305.1836,322305.1836,0.000e+00
4.586740,0.859751,0.365382,320962.7473,320962.7473,0.000e+00
4.588320,0.893524,0.367954,319702.7140,319702.7140,0.000e+00
4.589900,0.923379,0.370376,318515.8674,318515.8674,0.000e+00
4.591480,0.949765,0.372665,317393.9675,317393.9675,0.000e+00
4.593060,0.973082,0.374837,316329.6595,316329.6595,0.000e+00
4.594640,0.993686,0.376905,315316.3884,315316.3884,0.000e+00
4.596220,0.003834,0.382281,312682.2547,312682.2547,0.000e+00
4.597800,0.146154,0.388977,309401.2581,309401.2581,0.000e+00
4.599380,0.271958,0.395050,306425.6238,306425.6238,0.000e+00
4.600960,0.382993,0.400563,303724.2188,303724.2188,0.000e+00
4.602540,0.480858,0.405575,301268.3260,301268.3260,0.000e+00
4.604120,0.567008,0.410140,299031.6165,299031.6165,0.000e+00
4.605700,0.642759,0.414306,296990.0834,296990.0834,0.000e+00
4.607280,0.709300,0.418118,295121.9446,295121.9446,0.000e+00
4.608860,0.767698,0.421617,293407.5247,293407.5247,0.000e+00
4.610440,0.818911,0.424839,291829.1226,291829.1226,0.000e+00
4.612020,0.863792,0.427815,290370.8699,290370.8699,0.000e+00
4.613600,0.903101,0.430574,289018.5876,289018.5876,0.000e+00
4.615180,0.937514,0.433144,287759.6424,287759.6424,0.000e+00
4.616760,0.967629,0.435545,286582.8071,286582.8071,0.000e+00
4.618340,0.993976,0.437800,285478.1274,285478.1274,0.000e+00
4.619920,0.018971,0.444188,282347.7891,282347.7891,0.000e+00
4.621500,0.173891,0.451448,278790.4530,278790.4530,0.000e+00
4.623080,0.309590,0.457967,275596.3103,275596.3103,0.000e+00
4.624660,0.428210,0.463824,272726.4192,272726.4192,0.000e+00
4.626240,0.531710,0.469092,270144.8388,270144.8388,0.000e+00
4.627820,0.621868,0.473839,267818.6636,267818.6636,0.000e+00
4.629400,0.700285,0.478127,265717.9851,265717.9851,0.000e+00
4.630980,0.768402,0.482009,263815.7946,263815.7946,0.000e+00
4.632560,0.827502,0.485535,262087.8433,262087.8433,0.000e+00
4.634140,0.878728,0.488750,260512.4725,260512.4725,0.000e+00
4.635720,0.923090,0.491693,259070.4252,259070.4252,0.000e+00
4.637300,0.961479,0.494399,257744.6502,257744.6502,0.000e+00
4.638880,0.994682,0.496898,256520.1030,256520.1030,0.000e+00
4.640460,0.035051,0.504451,252819.0903,252819.0903,0.000e+00
4.642040,0.204925,0.512398,248925.1261,248925.1261,0.000e+00
4.643620,0.352123,0.519451,245469.0651,245469.0651,0.000e+00
4.645200,0.479316,0.525711,242401.4069,242401.4069,0.000e+00
4.646780,0.588945,0.531273,239676.3639,239676.3639,0.000e+00
4.648360,0.683223,0.536220,237252.0466,237252.0466,0.000e+00
4.649940,0.764136,0.540632,235090.5059,235090.5059,0.000e+00
4.651520,0.833456,0.544576,233157.6607,233157.6607,0.000e+00
4.653100,0.892753,0.548116,231423.1385,231423.1385,0.000e+00
4.654680,0.943409,0.551306,229860.0549,229860.0549,0.000e+00
4.656260,0.986635,0.554194,228444.7545,228444.7545,0.000e+00
4.657840,0.002667,0.561480,224874.8666,224874.8666,0.000e+00
4.659420,0.197917,0.570570,220420.7690,220420.7690,0.000e+00
4.661000,0.365054,0.578529,216520.7450,216520.7450,0.000e+00
4.662580,0.507547,0.585491,213109.5076,213109.5076,0.000e+00
4.664160,0.628586,0.591579,210126.1177,210126.1177,0.000e+00
4.665740,0.731066,0.596909,207514.5993,207514.5993,0.000e+00
4.667320,0.817584,0.601583,205224.2582,205224.2582,0.000e+00
4.668900,0.890441,0.605694,203209.7515,203209.7515,0.000e+00
4.670480,0.951663,0.609325,201430.9606,201430.9606,0.000e+00
4.672060,0.000000,0.613147,199557.9008,199557.9008,0.000e+00
4.673640,0.100321,0.624105,194188.7345,194188.7345,0.000e+00
4.675220,0.307100,0.633832,189422.5329,189422.5329,0.000e+00
4.676800,0.480864,0.642197,185323.5181,185323.5181,0.000e+00
4.678380,0.626042,0.649375,181806.2139,181806.2139,0.000e+00
4.679960,0.746710,0.655529,178790.5955,178790.5955,0.000e+00
4.681540,0.846549,0.660809,176203.4271,176203.4271,0.000e+00
4.683120,0.928828,0.665349,173978.9970,173978.9970,0.000e+00
4.684700,0.996405,0.669267,172059.3412,172059.3412,0.000e+00
4.686280,0.083538,0.681701,165966.7365,165966.7365,0.000e+00
4.687860,0.327225,0.693176,160343.8182,160343.8182,0.000e+00
4.689440,0.527739,0.702831,155612.8373,155612.8373,0.000e+00
4.691020,0.691198,0.710910,151653.8640,151653.8640,0.000e+00
4.692600,0.823345,0.717649,148351.7641,148351.7641,0.000e+00
4.694180,0.929402,0.723265,145600.0537,145600.0537,0.000e+00
4.695760,0.000000,0.730068,142266.6177,142266.6177,0.000e+00
4.697340,0.176113,0.745521,134694.9087,134694.9087,0.000e+00
4.698920,0.450429,0.758585,128293.1291,128293.1291,0.000e+00
4.700500,0.668353,0.769207,123088.4231,123088.4231,0.000e+00
4.702080,0.838726,0.777749,118902.9270,118902.9270,0.000e+00
4.703660,0.970051,0.784570,115560.7789,115560.7789,0.000e+00
4.705240,0.038389,0.800888,107564.8449,107564.8449,0.000e+00
4.706820,0.418721,0.819000,98690.1590,98690.1590,0.000e+00
4.708400,0.709515,0.833151,91755.9444,91755.9444,0.000e+00
4.709980,0.924178,0.843887,86495.1266,86495.1266,0.000e+00
4.711560,0.000000,0.863330,76968.2985,76968.2985,0.000e+00
4.713140,0.504139,0.890208,63798.2505,63798.2505,0.000e+00
4.714720,0.902295,0.909765,54215.3684,54215.3684,0.000e+00
4.716300,0.051129,0.951055,33982.9565,33982.9565,0.000e+00
4.717880,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.719460,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.721040,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.722620,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.724200,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.725780,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.727360,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.728940,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.730520,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.732100,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.733680,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.735260,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.736840,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.738420,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.740000,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.741580,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.743160,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.744740,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.746320,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.747900,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.749480,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.751060,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.752640,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.754220,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.755800,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.757380,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.758960,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.760540,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.762120,0.060000,1.000000,10000.0000,10000.0000,0.000e+00
4.763700,0.117576,1.000000,10000.0000,10000.0000,0.000e+00
4.765280,0.172826,1.000000,10000.0000,10000.0000,0.000e+00
4.766860,0.225844,1.000000,10000.0000,10000.0000,0.000e+00
4.768440,0.276720,1.000000,10000.0000,10000.0000,0.000e+00
4.770020,0.325540,1.000000,10000.0000,10000.0000,0.000e+00
4.771600,0.372388,1.000000,10000.0000,10000.0000,0.000e+00
4.773180,0.417344,1.000000,10000.0000,10000.0000,0.000e+00
4.774760,0.460483,1.000000,10000.0000,10000.0000,0.000e+00
4.776340,0.501880,1.000000,10000.0000,10000.0000,0.000e+00
4.777920,0.541604,1.000000,10000.0000,10000.0000,0.000e+00
4.779500,0.579723,1.000000,10000.0000,10000.0000,0.000e+00
4.781080,0.616302,1.000000,10000.0000,10000.0000,0.000e+00
4.782660,0.651404,1.000000,10000.0000,10000.0000,0.000e+00
4.784240,0.685087,1.000000,10000.0000,10000.0000,0.000e+00
4.785820,0.717409,1.000000,10000.0000,10000.0000,0.000e+00
4.787400,0.748426,1.000000,10000.0000,10000.0000,0.000e+00
4.788980,0.778190,1.000000,10000.0000,10000.0000,0.000e+00
4.790560,0.806751,1.000000,10000.0000,10000.0000,0.000e+00
4.792140,0.834158,1.000000,10000.0000,10000.0000,0.000e+00
4.793720,0.860458,1.000000,10000.0000,10000.0000,0.000e+00
4.795300,0.885695,1.000000,10000.0000,10000.0000,0.000e+00
4.796880,0.909913,1.000000,10000.0000,10000.0000,0.000e+00
4.798460,0.933153,1.000000,10000.0000,10000.0000,0.000e+00
4.800040,0.955454,1.000000,10000.0000,10000.0000,0.000e+00
4.801620,0.976853,1.000000,10000.0000,10000.0000,0.000e+00
4.803200,0.997388,1.000000,10000.0000,10000.0000,0.000e+00
4.804780,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.806360,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.807940,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.809520,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.811100,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.812680,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.814260,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.815840,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.817420,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.819000,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.820580,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.822160,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.823740,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.825320,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.826900,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.828480,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.830060,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.831640,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.833220,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.834800,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.836380,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.837960,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.839540,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.841120,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.842700,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.844280,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.845860,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.847440,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.849020,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.850600,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.852180,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.853760,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.855340,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.856920,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.858500,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.860080,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.861660,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.863240,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.864820,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.866400,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.867980,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.869560,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.871140,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.872720,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.874300,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.875880,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.877460,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.879040,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.880620,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.882200,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.883780,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.885360,0.060000,1.000000,10000.0000,10000.0000,0.000e+00
4.886940,0.117576,1.000000,10000.0000,10000.0000,0.000e+00
4.888520,0.172826,1.000000,10000.0000,10000.0000,0.000e+00
4.890100,0.225844,1.000000,10000.0000,10000.0000,0.000e+00
4.891680,0.276720,1.000000,10000.0000,10000.0000,0.000e+00
4.893260,0.325540,1.000000,10000.0000,10000.0000,0.000e+00
4.894840,0.372388,1.000000,10000.0000,10000.0000,0.000e+00
4.896420,0.417344,1.000000,10000.0000,10000.0000,0.000e+00
4.898000,0.460483,1.000000,10000.0000,10000.0000,0.000e+00
4.899580,0.501880,1.000000,10000.0000,10000.0000,0.000e+00
4.901160,0.541604,1.000000,10000.0000,10000.0000,0.000e+00
4.902740,0.579723,1.000000,10000.0000,10000.0000,0.000e+00
4.904320,0.616302,1.000000,10000.0000,10000.0000,0.000e+00
4.905900,0.651404,1.000000,10000.0000,10000.0000,0.000e+00
4.907480,0.685087,1.000000,10000.0000,10000.0000,0.000e+00
4.909060,0.717409,1.000000,10000.0000,10000.0000,0.000e+00
4.910640,0.748426,1.000000,10000.0000,10000.0000,0.000e+00
4.912220,0.778190,1.000000,10000.0000,10000.0000,0.000e+00
4.913800,0.806751,1.000000,10000.0000,10000.0000,0.000e+00
4.915380,0.834158,1.000000,10000.0000,10000.0000,0.000e+00
4.916960,0.860458,1.000000,10000.0000,10000.0000,0.000e+00
4.918540,0.885695,1.000000,10000.0000,10000.0000,0.000e+00
4.920120,0.909913,1.000000,10000.0000,10000.0000,0.000e+00
4.921700,0.933153,1.000000,10000.0000,10000.0000,0.000e+00
4.923280,0.955454,1.000000,10000.0000,10000.0000,0.000e+00
4.924860,0.976853,1.000000,10000.0000,10000.0000,0.000e+00
4.926440,0.997388,1.000000,10000.0000,10000.0000,0.000e+00
4.928020,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.929600,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.931180,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.932760,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.934340,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.935920,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.937500,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.939080,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.940660,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.942240,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.943820,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.945400,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.946980,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.948560,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.950140,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.951720,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.953300,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.954880,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.956460,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
4.958040,0.000000,1.000000,10000.0000,10000.0000,0.000e+00
